Wall time,Step,Value
1766883380.4991848,761,31.70833396911621
1766883380.6265352,923,32.96428680419922
1766883381.089303,1492,33.90909194946289
1766883381.1699183,1578,32.875
1766883381.3310645,1765,31.51785659790039
1766883381.4440393,1904,31.733333587646484
1766883381.5723653,2044,31.9375
1766883382.1136823,2733,35.96052551269531
1766883382.269504,2935,36.6875
1766883382.3892543,3018,35.92856979370117
1766883382.9917305,3626,36.2599983215332
1766883383.8693979,4553,33.79999923706055
1766883384.2206142,4949,33.709999084472656
1766883384.6098704,5437,33.93000030517578
1766883384.7490087,5598,30.81999969482422
1766883385.1726785,6049,31.139999389648438
1766883385.268053,6165,31.469999313354492
1766883385.453047,6391,30.5
1766883385.630882,6605,29.790000915527344
1766883385.7002475,6690,29.600000381469727
1766883386.0655537,7129,31.100000381469727
1766883386.1408732,7221,31.010000228881836
1766883386.2098503,7312,31.389999389648438
1766883386.250818,7356,31.229999542236328
1766883386.3130562,7431,30.40999984741211
1766883386.67988,7882,29.329999923706055
1766883386.880786,8130,29.68000030517578
1766883387.0621803,8367,29.299999237060547
1766883387.2844965,8621,31.059999465942383
1766883387.3683712,8731,31.329999923706055
1766883387.4378772,8824,29.229999542236328
1766883387.6621926,9071,27.610000610351562
1766883387.7712123,9221,28.299999237060547
1766883387.8460596,9315,28.149999618530273
1766883387.9760664,9410,28.049999237060547
1766883388.600761,10035,28.139999389648438
1766883389.1281369,10669,29.290000915527344
1766883389.1978269,10752,29.25
1766883389.560229,11172,31.8799991607666
1766883389.7241554,11348,32.18000030517578
1766883389.8558266,11498,32.9900016784668
1766883390.514164,12236,33.20000076293945
1766883391.3892503,13220,34.540000915527344
1766883391.739329,13634,34.72999954223633
1766883391.860195,13791,34.790000915527344
1766883392.7724502,14469,31.209999084472656
1766883393.46293,15056,33.459999084472656
1766883393.7353816,15314,32.75
1766883394.486031,16158,32.849998474121094
1766883394.6329134,16316,33.119998931884766
1766883394.6849074,16360,32.939998626708984
1766883395.2133775,16798,33.0
1766883395.2697203,16846,32.119998931884766
1766883396.151291,17645,32.83000183105469
1766883396.374022,17903,33.310001373291016
1766883396.6447918,18142,30.860000610351562
1766883396.8565588,18326,31.850000381469727
1766883397.0315437,18516,32.02000045776367
1766883397.1799707,18631,30.940000534057617
1766883397.7656307,19172,28.559999465942383
1766883398.3583398,19801,29.549999237060547
1766883398.6201508,20069,29.860000610351562
1766883398.7146015,20158,29.889999389648438
1766883398.8211572,20273,30.309999465942383
1766883399.1995106,20736,30.90999984741211
1766883399.590486,21013,30.049999237060547
1766883399.8315601,21255,29.290000915527344
1766883399.9251215,21321,28.049999237060547
1766883400.3053834,21668,28.399999618530273
1766883400.8218527,22215,29.399999618530273
1766883401.0096483,22377,29.489999771118164
1766883401.1576405,22559,29.75
1766883401.3070745,22736,29.350000381469727
1766883401.5369587,22976,28.18000030517578
1766883401.810592,23275,29.030000686645508
1766883401.9268346,23420,29.209999084472656
1766883402.163969,23718,28.540000915527344
1766883402.4057577,24016,30.030000686645508
1766883402.5302541,24179,30.760000228881836
1766883403.5331557,25144,32.97999954223633
1766883404.5440273,26141,33.31999969482422
1766883404.7915778,26386,34.75
1766883404.8705785,26469,34.93000030517578
1766883405.3614411,26985,33.83000183105469
1766883406.2858386,27979,35.47999954223633
1766883406.950576,28580,35.689998626708984
1766883407.0462034,28655,35.11000061035156
1766883407.4111152,29006,35.7599983215332
1766883407.6396096,29179,35.75
1766883407.9061453,29463,35.349998474121094
1766883408.7786396,30305,39.189998626708984
1766883408.8489473,30379,39.099998474121094
1766883409.0319722,30560,40.15999984741211
1766883409.3516362,30771,37.86000061035156
1766883410.6682484,32179,35.9900016784668
1766883410.9137883,32463,35.790000915527344
1766883411.4982445,33148,34.54999923706055
1766883411.9836113,33709,33.29999923706055
1766883412.0943303,33762,32.02000045776367
1766883412.1920786,33836,32.0099983215332
1766883412.274521,33925,32.29999923706055
1766883412.566074,34253,34.220001220703125
1766883413.0960178,34868,33.45000076293945
1766883413.2522893,35056,32.06999969482422
1766883413.6554227,35549,35.11000061035156
1766883413.9109583,35849,35.7599983215332
1766883414.7544913,36698,37.08000183105469
1766883415.2051194,37252,41.040000915527344
1766883415.5681832,37655,38.93000030517578
1766883416.6036608,38811,40.560001373291016
1766883416.6952016,38908,40.400001525878906
1766883417.3563907,39390,36.900001525878906
1766883417.6716354,39619,37.70000076293945
1766883417.914784,39748,36.20000076293945
1766883418.4727626,40072,36.63999938964844
1766883418.6004596,40161,36.47999954223633
1766883418.8264184,40339,36.40999984741211
1766883419.4982717,40835,33.81999969482422
1766883419.614194,40904,33.77000045776367
1766883419.9599063,41125,33.790000915527344
1766883420.8049047,41688,34.189998626708984
1766883421.724762,42438,35.29999923706055
1766883421.8463438,42551,35.459999084472656
1766883422.033071,42767,37.0099983215332
1766883422.2187095,42955,38.18000030517578
1766883422.4313433,43115,37.25
1766883422.9103394,43594,37.61000061035156
1766883423.0826728,43803,37.310001373291016
1766883423.2131996,43967,38.060001373291016
1766883423.725961,44487,39.869998931884766
1766883423.8175137,44581,38.2599983215332
1766883423.9902172,44792,38.880001068115234
1766883424.6144097,45507,37.84000015258789
1766883424.8938887,45828,35.939998626708984
1766883425.3232307,46248,34.810001373291016
1766883425.4858797,46443,34.880001068115234
1766883425.7035894,46675,35.599998474121094
1766883425.8049045,46750,34.81999969482422
1766883426.2800105,47219,31.600000381469727
1766883426.574984,47555,32.72999954223633
1766883427.4614415,48445,36.529998779296875
1766883427.7957244,48785,36.7400016784668
1766883428.2849157,49328,39.27000045776367
1766883428.8735979,50014,40.939998626708984
1766883429.5701807,50765,42.25
1766883429.8314047,51039,42.88999938964844
1766883430.416196,51610,44.790000915527344
1766883430.5135896,51733,45.13999938964844
1766883430.7390606,52015,44.599998474121094
1766883431.02774,52357,42.75
1766883431.103403,52449,41.75
1766883431.6362824,53009,40.02000045776367
1766883431.850053,53254,41.0099983215332
1766883431.9302797,53346,40.18000030517578
1766883432.4871905,53927,41.7400016784668
1766883432.6412647,54023,40.09000015258789
1766883432.7522552,54146,38.290000915527344
1766883434.1426024,55654,39.209999084472656
1766883434.830562,56396,37.310001373291016
1766883435.899566,57422,35.43000030517578
1766883436.1533809,57648,37.209999084472656
1766883437.0899935,58520,39.41999816894531
1766883437.1941812,58606,39.029998779296875
1766883437.5436864,58935,40.040000915527344
1766883438.0093527,59310,39.959999084472656
1766883438.7692401,60109,41.36000061035156
1766883440.2172964,61544,42.29999923706055
1766883440.3595314,61688,42.65999984741211
1766883440.5106049,61842,41.939998626708984
1766883440.6491826,61954,40.779998779296875
1766883441.2047553,62493,41.810001373291016
1766883442.2620492,63373,40.630001068115234
1766883443.4953902,64604,40.84000015258789
1766883443.621114,64720,41.54999923706055
1766883443.718814,64804,41.40999984741211
1766883444.1897168,65134,41.09000015258789
