Wall time,Step,Value
1766886639.0993075,2048,32.704917907714844
1766886640.6340818,4096,35.36000061035156
1766886642.127911,6144,41.119998931884766
1766886643.614698,8192,47.959999084472656
1766886645.2309089,10240,53.29999923706055
1766886646.791237,12288,59.83000183105469
1766886648.3443282,14336,68.0
1766886649.872447,16384,72.69000244140625
1766886651.463419,18432,81.30000305175781
1766886653.1263583,20480,91.94999694824219
1766886655.2729197,22528,95.05000305175781
1766886656.8967369,24576,105.87999725341797
1766886658.5036137,26624,114.19000244140625
1766886660.0732236,28672,126.41999816894531
1766886661.7289646,30720,139.17999267578125
1766886663.4291604,32768,148.1199951171875
1766886665.1158676,34816,150.3000030517578
1766886666.8086429,36864,164.97000122070312
1766886668.563692,38912,170.25999450683594
1766886670.4980059,40960,183.10000610351562
1766886672.3935866,43008,177.97000122070312
1766886674.1179318,45056,187.4600067138672
1766886676.0277317,47104,202.6199951171875
1766886678.0860229,49152,196.27000427246094
1766886679.8787315,51200,209.13999938964844
1766886681.7251444,53248,207.4499969482422
1766886683.4626784,55296,219.88999938964844
1766886685.596061,57344,226.2100067138672
1766886687.5786345,59392,223.38999938964844
1766886689.399707,61440,231.82000732421875
1766886691.2757337,63488,248.17999267578125
1766886693.1488492,65536,259.6000061035156
1766886695.02351,67584,251.88999938964844
1766886696.8727138,69632,267.8699951171875
1766886698.708643,71680,271.1600036621094
1766886700.5047996,73728,264.5400085449219
1766886702.5896227,75776,262.19000244140625
1766886704.7835236,77824,265.3599853515625
1766886706.6560779,79872,242.69000244140625
1766886708.6188517,81920,242.55999755859375
1766886710.3968246,83968,243.75
1766886712.204299,86016,257.0899963378906
1766886713.9560006,88064,265.8699951171875
1766886715.6986008,90112,289.55999755859375
1766886717.586067,92160,282.94000244140625
1766886719.4078538,94208,277.5199890136719
1766886721.2388937,96256,266.5299987792969
1766886723.0939157,98304,269.0799865722656
1766886725.0459814,100352,252.35000610351562
1766886727.111377,102400,240.25
1766886729.332881,104448,253.49000549316406
1766886731.3063385,106496,256.5400085449219
1766886733.382317,108544,261.5400085449219
1766886735.2072697,110592,271.1400146484375
1766886737.1767275,112640,268.1600036621094
1766886739.1630328,114688,224.27000427246094
1766886741.1307352,116736,225.3000030517578
1766886743.0779762,118784,236.58999633789062
1766886745.151969,120832,248.47000122070312
1766886747.2490232,122880,254.16000366210938
1766886749.4834135,124928,264.42999267578125
1766886751.391216,126976,270.8800048828125
1766886753.2635467,129024,292.57000732421875
