Wall time,Step,Value
1766884927.8679647,3000,33.65168380737305
1766884928.5000126,3500,33.779998779296875
1766884930.6984882,5500,32.91999816894531
1766884931.2295785,6000,32.08000183105469
1766884932.4163318,7000,35.56999969482422
1766884932.9857943,7500,35.970001220703125
1766884933.515975,8000,38.439998626708984
1766884934.6019585,9000,40.099998474121094
1766884935.111774,9500,42.619998931884766
1766884935.6317396,10000,44.5099983215332
1766884936.1697416,10500,46.66999816894531
1766884938.3411665,12500,48.15999984741211
1766884943.5289662,17000,32.209999084472656
1766884944.1841776,17500,33.11000061035156
1766884945.5037143,18500,33.91999816894531
1766884947.4010386,20000,32.97999954223633
1766884948.0003047,20500,33.779998779296875
1766884949.1231573,21500,29.549999237060547
1766884950.2626884,22500,33.88999938964844
1766884950.808454,23000,35.459999084472656
1766884951.984302,24000,35.68000030517578
1766884953.6517053,25000,42.04999923706055
1766884954.3846302,25500,43.45000076293945
1766884956.3876817,27000,55.369998931884766
1766884957.1063516,27500,56.86000061035156
1766884957.9553595,28000,56.150001525878906
1766884958.7800274,28500,58.5099983215332
1766884959.4752223,29000,61.459999084472656
1766884961.354186,30500,65.26000213623047
1766884961.9932952,31000,63.119998931884766
1766884963.258888,32000,51.04999923706055
1766884964.6075308,33000,48.72999954223633
1766884965.232738,33500,42.279998779296875
1766884965.900987,34000,37.310001373291016
1766884966.5305257,34500,37.83000183105469
1766884968.4425013,36000,49.380001068115234
1766884969.139783,36500,47.7400016784668
1766884969.733841,37000,48.560001373291016
1766884970.4101045,37500,47.33000183105469
1766884971.7591588,38500,54.720001220703125
1766884973.746333,40000,61.459999084472656
1766884977.3740258,42500,61.29999923706055
1766884978.0428877,43000,65.37000274658203
1766884978.701452,43500,66.62999725341797
1766884979.3165243,44000,67.66000366210938
1766884979.9657829,44500,61.369998931884766
1766884980.7030392,45000,56.099998474121094
1766884984.0244925,47500,37.54999923706055
1766884989.2299955,51500,58.349998474121094
1766884991.1945267,53000,62.90999984741211
1766884991.8061156,53500,66.08000183105469
1766884996.1753602,57000,52.66999816894531
1766884998.0812829,58500,46.88999938964844
1766884999.322011,59500,45.560001373291016
1766885000.0352712,60000,48.029998779296875
1766885000.675811,60500,50.939998626708984
1766885003.2972577,62500,51.88999938964844
1766885003.958299,63000,52.220001220703125
1766885004.645224,63500,55.59000015258789
1766885006.849101,65000,51.72999954223633
1766885007.513937,65500,49.47999954223633
1766885009.4694796,67000,50.279998779296875
1766885012.023627,69000,51.849998474121094
1766885013.2858644,70000,54.529998779296875
1766885014.5530188,71000,58.189998626708984
1766885015.2496867,71500,59.56999969482422
1766885015.9148185,72000,58.2599983215332
1766885016.6862166,72500,55.43000030517578
1766885019.93804,74500,54.2400016784668
1766885021.3491066,75500,53.310001373291016
1766885023.5536888,77000,52.43000030517578
1766885024.2662036,77500,54.9900016784668
1766885024.9749103,78000,54.9900016784668
1766885026.2986794,79000,50.689998626708984
1766885027.0202148,79500,46.77000045776367
1766885027.73957,80000,45.84000015258789
1766885029.7984066,81500,35.959999084472656
1766885031.1917481,82500,36.38999938964844
1766885031.8524282,83000,39.15999984741211
1766885033.1932313,84000,43.540000915527344
1766885033.8314288,84500,43.79999923706055
1766885035.9135544,86000,45.43000030517578
1766885039.2901084,88500,44.13999938964844
1766885039.9575613,89000,42.439998626708984
1766885040.676274,89500,41.88999938964844
1766885041.9760346,90500,46.869998931884766
1766885042.6603425,91000,49.40999984741211
1766885044.0032806,92000,51.88999938964844
1766885045.3260422,93000,55.060001373291016
1766885046.0145695,93500,54.81999969482422
1766885046.6543908,94000,58.810001373291016
1766885047.3096206,94500,59.72999954223633
1766885048.7148566,95500,68.41000366210938
1766885049.4291005,96000,65.25
1766885054.1974137,99500,58.189998626708984
1766885057.2842257,101500,56.369998931884766
1766885060.7431765,103500,55.2599983215332
1766885061.481008,104000,48.709999084472656
1766885062.322935,104500,45.709999084472656
1766885065.3723247,106500,45.31999969482422
1766885067.4012387,108000,48.439998626708984
