Wall time,Step,Value
1766884927.86802,3000,3.183483123779297
1766884928.5000563,3500,4.36460018157959
1766884930.6985252,5500,10.529500007629395
1766884931.2296338,6000,10.727800369262695
1766884932.416391,7000,13.30739974975586
1766884932.985836,7500,14.05370044708252
1766884933.516011,8000,15.854900360107422
1766884934.6020124,9000,19.155899047851562
1766884935.1118095,9500,21.18090057373047
1766884935.631776,10000,22.69379997253418
1766884936.1697805,10500,24.71809959411621
1766884938.3411992,12500,27.037900924682617
1766884943.5290089,17000,15.000100135803223
1766884944.1842353,17500,15.922900199890137
1766884945.5037556,18500,16.308399200439453
1766884947.4010975,20000,14.630999565124512
1766884948.0003638,20500,14.860199928283691
1766884949.1231928,21500,12.363800048828125
1766884950.2627258,22500,14.404800415039062
1766884950.808559,23000,15.777099609375
1766884951.9843483,24000,17.09000015258789
1766884953.65175,25000,20.05430030822754
1766884954.3847077,25500,20.113100051879883
1766884956.3877387,27000,27.471599578857422
1766884957.1064272,27500,29.915800094604492
1766884957.955518,28000,29.41990089416504
1766884958.7801325,28500,31.421600341796875
1766884959.4753218,29000,33.55939865112305
1766884961.354251,30500,36.46039962768555
1766884961.9933305,31000,34.73939895629883
1766884963.2589295,32000,29.484800338745117
1766884964.6076126,33000,28.01580047607422
1766884965.232776,33500,22.74920082092285
1766884965.9010274,34000,18.542200088500977
1766884966.530644,34500,20.547399520874023
1766884968.4425461,36000,26.09670066833496
1766884969.1398218,36500,24.784700393676758
1766884969.7338789,37000,25.58169937133789
1766884970.410173,37500,24.518699645996094
1766884971.7591958,38500,29.353300094604492
1766884973.7464018,40000,33.80720138549805
1766884977.3740654,42500,36.025901794433594
1766884978.042953,43000,39.28990173339844
1766884978.7014942,43500,40.07379913330078
1766884979.3165686,44000,40.9557991027832
1766884979.9658263,44500,36.78129959106445
1766884980.7031455,45000,33.02320098876953
1766884984.0245352,47500,19.338199615478516
1766884989.2300375,51500,34.76089859008789
1766884991.194599,53000,38.28010177612305
1766884991.806159,53500,39.55799865722656
1766884996.175423,57000,30.256399154663086
